ID,"First Name","Last Name","Book Name",URL,Publisher,Translator,"Additional Info","Publication Month","Age Recommendation",Description,Season,"Date Added"
202;William;"Golding ja Aimée de Jongh";"Kärpäsen herra : Sarjakuvaromaani";;Like;"Jouko Ruokosenmäki";Sarjakuva.;helmikuu;;"Sarjakuvasovitus William Goldingin klassikkoromaanista, jossa ryhmä koulupoikia joutuu selviytymään autiolla saarella.";k2025;29.10.2024
203;Emilia;Suviala;Laakso;;Tammi;;;huhtikuu;;"Aikamme ilmiöitä syväluotaavassa episodiromaanissa Piilaakson asukkaiden elämät kietoutuvat kiehtovasti toisiinsa. Suorituskeskeiseen arkeen tuo helpotusta uusi VR-teknologia, jonka avulla on mahdollista paeta fysiikan lakeja.";k2025;26.10.2024
204;Ulrika;Lagerlöf;Lakkasuo;;Otava;"Kristiina Vaara";"Metsän omat -trilogia.";huhtikuu;;"Kirjailijan oman suvun naisia ja Norlannin metsiä kunnioittava kirjasarja on ollut Ruotsissa jättimenestys.";k2025;30.10.2024
205;Linda-Maria;Raninen;"Lana Del Reyn mekko";;"Johnny Kniga";;;huhtikuu;;"Esikoisromaani identiteetin ja mielen murroskohdista. Lukijaa huijataan joka käänteessä, mutta totuus on samalla aina rivien välissä.";k2025;26.10.2024
206;Anders;"de la Motte";Lasiprinssi;;Into;"Aki Räsänen";"Dekkari. Kadonneet sielut -sarja.";helmikuu;;"Aution saaren hylätyissä kaivoksissa piileskelee hirviömäinen murhaaja.";k2025;11.10.2024
207;Maaria;Päivinen;"Lastani et vie";;"Aula & Co";;;huhtikuu;;"Ajankohtainen romaani lapsikaappaussyytöskierteestä ja huoltokiusaamisesta, joiden kohteena on äiti.";k2025;30.11.2024
208;Elisa;Suokko;"Le Luxe";;WSOY;;Viihdekirjallisuus.;toukokuu;;"Oivaltava ja mukaansatempaava feelgood-romaani muodin klassikoista, rakkaudesta ja ikuisesta ystävyydestä Pariisissa.";k2025;26.10.2024
209;Mikko;Kamula;Lemmenliekki;;Gummerus;;"Novelli. [Metsän kansa](https://www.kirjavinkit.fi/sarjat/metsan-kansa/). Vain e- ja äänikirjana.";joulukuu;;"Itsenäinen lyhytkertomus Metsän kansa -sarjan maailmassa.";k2025;3.11.2024
210;Tomi;Norha;Lentotähti;;Lector;;"Historiallinen romaani.";tammikuu;;"Helsinki vuonna 1917. Emiliellä on unelma: hän haluaa säveltäjäksi. Musiikin luominen on kuitenkin miesten työtä. Pian syttyy myös kansalaissota.";k2025;12.11.2024
211;Raisa;Jäntti;"lepatus pilke";;Enostone;;Runot.;tammikuu;;"Runoteos elämän lyhyydestä ja siihen sisältyvästä toivosta.";k2025;14.11.2024
212;"Jennifer L.";Armentrout;"Liekkien valtakunta";;Karisto;"Annika Eräpuro";"Fantasia. Romantasia. Veri ja tuhka -sarja.";huhtikuu;;"Petoksia ja vaikeita valintoja täynnä oleva kuuman romantasiasarjan toinen osa.";k2025;30.10.2024
213;Sylvia;Day;"Liian kaukana";;Tammi;"Taimi Tornikoski";Blacklist-sarja.;helmikuu;;"Kolme naista, josta yksi janoaa rakkautta, yksi valtaa ja yksi kostoa. Blacklist-sarjan huipennuksessa kuolleeksi oletettu nainen palaa. ";k2025;26.10.2024
214;Lucy;Diamond;"Lomasaari lohtua kaipaaville";;Otava;"Eeva Parviainen";Viihdekirjallisuus.;huhtikuu;;"Luksushotelliin Kreikkaan saapuu lepoa ja irtiottoa kaipaavia. Sykähdyttävä romaani kuvaa uusia alkuja ja tosirakkautta.";k2025;30.10.2024
215;Patricia;Cornwell;"Luonnoton kuolema";;Otava;"Ilkka Rekiaro";"Trilleri. [Kay Scarpetta tutkimuksia](https://www.kirjavinkit.fi/sarjat/kay-scarpettan-tutkimuksia/).";huhtikuu;;"Julma kaksoismurha Pohjois-Virginian erämaassa järkyttää jopa Kay Scarpettaa sarjan 27. osassa.";k2025;30.10.2024
216;Inkku;Kärkkäinen;"Lupauksia ja lumpeenkukkia";;Myllylahti;;"Viihdekirjallisuus. Kirsikankukkia-sarja.";maaliskuu;;"Lämminhenkistä feelgoodia elämän suurista muutoksista ja ystävyyden merkityksestä.";k2025;27.10.2024
217;Ilona;Tuominen;Löytöperhe;;Bazar;;"Viihdekirjallisuus. Kortteli-sarja.";kesäkuu;;"Maija päätyy hoitamaan isänsä luksushuvilakauppoja. Ostajana on it-miljonääri, joka on myös Maijan nuoruudenrakastettu.";k2025;26.10.2024
218;John;"Ajvide Lindqvist";"Maahan kätketty";;Gummerus;"Anna Heroja";"Jännityskirjallisuus. [Julia Malmros -sarja](https://www.kirjavinkit.fi/sarjat/julia-malmros/).";huhtikuu;;"[Veteen kirjoitettu](https://www.kirjavinkit.fi/arvostelut/veteen-kirjoitettu/) -romaanin jatkossa on tarjolla piinaavaa jännitystä.";k2025;1.11.2024
219;Vesa;Haapala;"Maallisten ilojen puutarha";;Otava;;Runot.;helmikuu;;"Runotriptyykki sulauttaa yhteen Jumalan, ihmisen ja simulaation.";k2025;30.10.2024
220;Sanna;Karlström;"Maanpäällinen osa";;Otava;;Runot.;maaliskuu;;"Kuulasta runoutta kuolemasta, elossa olemisesta ja paratiiseista.";k2025;30.10.2024
221;Negar;"Naseh ja David Sandström";"Maanviljelijän kuolema";;"Johnny Kniga";"Jonja Rajala";"Dekkari. Västerbotten-sarja.";tammikuu;;"Laillisuuden rajat venyvät kyläyhteisössä, kun kaksi naista alkaa selvittää yllättävää kuolemantapausta. Kirja palkittiin Ruotsin parhaana esikoisdekkarina vuonna 2023.";k2025;26.10.2024
222;Marjo;Heiskanen;"Magdan aaria";;Siltala;;;tammikuu;;"Canceloidun romanialaisen oopperatähden hilpeänmusta monologi.";k2025;31.10.2024
223;Matt;Haig;"Mahdoton elämä";;"Aula & Co";"Sarianna Silvonen";;maaliskuu;;"Ihmeellinen seikkailutarina uusien alkujen elämää mullistavasta voimasta.";k2025;30.11.2024
224;Jacqueline;Winspear;"Maisie Dobbsin ensimmäinen juttu";;Tammi;"Tuulia Tipa";"Historiallinen dekkari. Maisie Dobbs -sarja.";helmikuu;;"Uuden maailmansotien väliseen Englantiin sijoittuvan leppoisan dekkarisarjan pääosassa on aristokraattiperheen palvelijana toimiva Maisie Dobbs.";k2025;26.10.2024
225;Emmi;Elomäki;"Maistan jo sinut sieluni kielellä";;Oppian;;Runot.;maaliskuu;;"Esikoisrunokokoelma tarjoaa sukelluksen pehmeän ihon kosketukseen ja aistillisiin  kohtaamisiin.";k2025;25.10.2024
226;Eve;Littow;"Maitoa samasta astiasta";;Aviador;;Runot.;helmikuu;;"Kokoelma runoja yhteydestä kaikkeuteen sekä rakkaudesta kaiken perustana.";k2025;9.11.2024
227;Tuire;Krogerus;"Majakan varjo";;Aviador;;;maaliskuu;;"Koskettava esikoisteos lapsuuden loppumisesta liian varhainen. Tarina menetyksestä, kaipuusta ja inhimillisistä yrityksistä korjata jotain rikkonaista.";k2025;9.11.2024
228;Eevi;Iisakkila;"Majatalo omenapuiden katveessa";;Into;;"Viihdekirjallisuus. Kaunisjärvi-sarja.";tammikuu;;"Uuden Kaunisjärvi-sarjan avausosa kertoo herttaisesta maaseutukylästä.";k2025;11.10.2024
229;Laura;Lähteenmäki;"Marian kirja";;WSOY;;"Historiallinen romaani.";huhtikuu;;"Lumoava romaani Elias Lönnrotin puolisosta Maria Piponiuksesta, voimakastahtoisesta naisesta suurmiehen rinnalla, rakkaudesta ja elämän hauraudesta.";k2025;26.10.2024
230;Milla;Ollikainen;Mathilda;;WSOY;;Biofiktio.;huhtikuu;;"Psykologisesti syvälle luotaava ja feministisesti latautunut romaani kahdesta naisesta, joista molemmat olivat Eliel Saarisen vaimoja. ";k2025;26.10.2024
231;Tiina;Salmi-Carlson;Matilda;;Docendo;;"Historiallinen romaani.";toukokuu;;"Esikoisromaanissa 1890-luvun puolivälissä Mäntsälän pitäjän pohjoispuolella Soukkion kylässä perheen äiti kuolee ja naimaton talontytär Matilta joutuu tien päälle ja aloittamaan uuden elämän 1900-luvun alun Helsingissä.";k2025;26.10.2024
232;Enni;Mustonen;Matriarkka;;Otava;;"Historiallinen romaani. Rouvankartanon tarinoita -sarja.";huhtikuu;;"Menestyssarjan koskettava huipennus kuvaa vahvoja naisia Suomen historian käännekohdassa vuonna 1807.";k2025;30.10.2024
233;Niina;Repo;"Miehesi on minun";;"Johnny Kniga";;"Dekkari. Rikos ja rakkaus -sarja.";huhtikuu;;"Uuden intohimorikoksia käsittelevän dekkarisarjan avausosassa työpaikkaromansseilla on karmivat seuraukset.";k2025;26.10.2024
234;Tuomas;Kyrö;"Mielensäpahoittaja ja sodankäynnin taito";;WOY;;[Mielensäpahoittaja-sarja](https://www.kirjavinkit.fi/sarjat/mielensapahoittaja/).;maaliskuu;;"Mielensäpahoittaja nousee metsiään uhkaavaa kaivosjättiä vastaan.";k2025;18.11.2024
235;"Janne ja Johnny";Ramstedt;"Mies joka huusi sutta";;S&S;"Iina Quist";"Dekkari. Hanna Becker -sarja.";huhtikuu;;"Uuden jännärisarjan avauksessa poliisi sekaantuu syvälle salaliittoteorioiden maailmaan.";k2025;4.11.2024
236;Camilla;"Grebe ja Åsa Träff";"Mies vailla sydäntä";;Gummerus;"Markus Myllyoja";"Dekkari. Siri Bergman -sarja.";maaliskuu;;"Psykologista profiloijaksi siirtynyt Bergman tutkimassa makaabereja viharikoksia.";k2025;1.11.2024
237;Nilla;Kjellsdotter;"Mija Wadö tutkii : Häpäisty";;Gummerus;"Anna Heroja";"Dekkari. Mija Wadö tutkii -sarja. Vain e- ja äänikirja.";marraskuu;;"Murhia Pohjanmaalla -sarjasta tutun Wadön ensimmäinen murhatutkinta, osa 3.";k2025;1.11.2024
238;Nilla;Kjellsdotter;"Mija Wadö tutkii : Lyöty";;Gummerus;"Anna Heroja";"Dekkari. Mija Wadö tutkii -sarja. Vain e- ja äänikirja.";marraskuu;;"Murhia Pohjanmaalla -sarjasta tutun Wadön ensimmäinen murhatutkinta, osa 1.";k2025;1.11.2024
239;Nilla;Kjellsdotter;"Mija Wadö tutkii : Merkitty";;Gummerus;"Anna Heroja";"Dekkari. Mija Wadö tutkii -sarja. Vain e- ja äänikirja.";marraskuu;;"Murhia Pohjanmaalla -sarjasta tutun Wadön ensimmäinen murhatutkinta, osa 2.";k2025;1.11.2024
240;Mari;Laaksonen;"Miksi joet juoksevat";;Aviador;;;helmikuu;;"Runoilijan ensimmäinen proosateos on lyyrinen pienoisromaani pohjoisen luonnosta, joesta ja elävästä sen varrella.";k2025;9.11.2024
241;;"Xi Xi";"Minun kaupunkini";;"Aula & Co";"Rauno Sainio";;tammikuu;;"Moderni klassikko, joka on hongkongilaisen identiteetin tärkeimpiä rakennuspalikoita.";k2025;30.11.2024
242;Noora;Vallinkoski;"Miten meistä tuli ihmisiä";;Atena;;;maaliskuu;;"Karhea romaani rakkauden taloudellisista edellytyksistä. Romaanissa puhuvat eriarvoisuus, sosiaalisen nousun aiheuttama juurettomuus ja menettämisen pelko.";k2025;30.10.2024
243;Donna;Leon;"Mitä kylvät";;Otava;"Markku Päkkilä ja Kaijamari Sivill";"Dekkari. [Komisario Guido Brunetti tutkimuksia](https://www.kirjavinkit.fi/sarjat/komisario-guido-brunettin-tutkimuksia/).";helmikuu;;"Venetsian kanaalista löytyy paperittoman siirtolaisen käsi ja murhatutkinta palauttaa Guido Brunettin omiin opiskeluaikoihinsa ja Italian poliittiseen lähihistoriaan. ";k2025;30.10.2024
244;Päivi;Taussi;"Mooses Putron arvoitus";;Reuna;;;maaliskuu;;"Inkeriläistrilogian ([Katrin kahdet kengät](https://www.kirjavinkit.fi/arvostelut/katrin-kahdet-kengat/), [Sillalla käy tuuli](https://www.kirjavinkit.fi/arvostelut/sillalla-kay-tuuli/)) kolmas osa kertoo kulttuurivaikuttaja Mooses Putrosta.";k2025;25.10.2024
245;Jonna;Mäkelä;Morsiusvaihto;;"Saga Egmont";;"Viihdekirjallisuus. Vain e-kirja.";tammikuu;;"Kaasona on vaikeaa, kun ystävä paljastuu kauhumorsiameksi ja sulhanen herättää kiellettyjä tunteita.";k2025;28.11.2024
246;;"Yrsa Sigurðardóttir";"Muistan sinut";;Otava;"Marjakaisa Matthiasson";"Dekkari. [Musta jää -sarja](https://www.kirjavinkit.fi/sarjat/musta-jaa/).";helmikuu;;"Opiskelutoverit matkustavat saarelle ystävänsä hautajaisiin ja jälleennäkeminen muuttuu painajaiseksi, kun ystävät joutuvat kohtaamaan sen, mitä kaikki yrittävät unohtaa.";k2025;30.10.2024
247;Reeta;Huttunen;"Mullovan käsi";;Enostone;;Runot.;maaliskuu;;"Kokoelma on kivulias muisto jännityksen takia pieleen menneistä konserttiesityksistä ajalta, jolloin viulutunnille ei tultu viihtymään vaan soittamaan.";k2025;14.11.2024
248;Paula;Hotti;"Murha Edinburghissa";;Otava;;"Dekkari. Halla-sarja.";tammikuu;;"Hyvän mielen dekkarissa murhan lisäksi on suhdesotkuja, Skotlannin jylhiä maisemia ja annos huumoria. ";k2025;30.10.2024
249;Richard;Coles;"Murha luostarissa";;Docendo;"Riina Vuokko ja Robi Vuokko";"Dekkari. Kirkkoherra Clementin tutkimuksia -sarja.";helmikuu;;"Syvästi nöyryytetty kirkkoherra Clement toipuu luostarissa, jossa sattuu kuolemantapaus. Saako hän ratkaistua luostarin synkän salaisuuden? Dekkarisarjan kolmas itsenäinen osa.";k2025;27.10.2024
250;Vesa;Vares;"Murha maaliviivalla";;Warelia;;"Dekkari. Rikoskomisario Anne Sirkiä -sarja.";kesäkuu;;"Turun urheilupiirejä järkyttää julma pahoinpitely ja murha.";k2025;2.12.2024
251;Marja;Aarnipuro;"Murha toimituksessa";;"Crime Time";;"Dekkari. Kaarina Riikonen ratkaisee -sarja.";maaliskuu;;"Arvoitusdekkarissa viikkolehden päätoimittaja murhataan ja toimittaja Riikonen alkaa tutkia tapausta pelastaakseen uransa ja selvittääkseen totuuden. Kahdeksas, itsenäinen osa dekkarisarjaa.";k2025;25.10.2024
252;James;Ellroy;"Musta Dahlia";;"Saga Egmont";"Juha Ahokas";"Dekkari. Vain e-kirja.";helmikuu;;"Ikoninen true crime -romaani Kalifornian kuuluisimmasta rikoksesta, Mustan Dahlian murhasta. ";k2025;28.11.2024
253;Pascal;Engman;"Muuttuja X";;WSOY;"Pekka Marjamäki";"Dekkari. [Vanessa Frank -sarja](https://www.kirjavinkit.fi/sarjat/vanessa-frank/).";tammikuu;;"Sarjan viidennessä osassa pureudutaan urheilumaailman pimeisiin markkinoihin ja tulosten manipuloimiseen.";k2025;27.10.2024
254;Robert;Thorogood;"Myrkkyjen kuningatar";;Siltala;"Hilkka Pekkanen";"Dekkari. Thamesjoen murhat -sarja.";tammikuu;;"Cosy crime -sarjan kolmannessa osassa tutkitaan myrkytystapausta.";k2025;31.10.2024
255;Tittamari;Marttinen;"Myrkkyä mesenaatille";;Avain;;"Dekkari. Espressomysteerit-sarja.";maaliskuu;;"Munkkiniemeen sijoittuva cosy crime -sarjan avaus.";k2025;31.10.2024
256;Ellinor;Rafaelsen;"Myrkylliset kielet";;"Saga Egmont";;"Historiallinen romaani. Huippuvuorten yöt -sarja. Vain e-kirja.";maaliskuu;;"Toran uusi elämä Huippuvuorten jälkeen alkaa tragedialla. Koukuttavan historiallisen sarjan kuudes osa.";k2025;28.11.2024
257;Päivi;Alasalmi;Myrkynkylväjä;;Aviador;;"Dekkari. Hallavainen-sarja.";tammikuu;;"Huumekauppiaan vaimo katoaa ja puutarhakaupunginosan kulissit murtuvat urakalla, kun poliisit tutkivat asukkaiden tekosia.";k2025;9.11.2024
258;Rebecca;Yarros;Myrskynsilmä;;WSOY;"Laura Haavisto";"Fantasia. [Empyreum-sarja](https://www.kirjavinkit.fi/sarjat/empyreum/).";toukokuu;;"Valmistaudu lentämään tai kuolemaan Empyreum-sarjan henkeäsalpaavassa kolmannessa osassa. Nuori lohikäärmelentäjä Violet saa panna peliin kaiken taitonsa, onnensa ja voimansa.";k2025;25.10.2024
259;Helena;Kukkonen;"Neidon pauloissa";;"Momentum Kirjat";;Fantasia.;maaliskuu;;"Esikoisteoksessa metsästäjä kohtaa kauniin ja oikeamielisen metsänneidon. Voiko rakkaus parantaa metsästäjän?";k2025;21.12.2024
260;James;Patterson;"Neljä sokeaa hiirtä";;"Saga Egmont";"Päivi Paappanen";"Dekkari. Alex Cross -sarja. Vain äänikirja.";helmikuu;;"Rikostutkija Alex Crossista kertovan trillerisarjan kahdeksas osa.";k2025;28.11.2024
261;Kaisa;Vahteristo;"Nieltyjä esineitä";;Kosmos;;;tammikuu;;"Esikoisromaani on fragmentaarinen proosateos, jonka aukkoinen kerronta kutsuu lukijan katsomaan maailmaa aikuisuuden kynnykseltä. Toden ja kuvitelman raja sekoittuu huokoisena kuin päähenkilön ja äidin elämä ja tunteet.";k2025;25.10.2024
262;Mira;Kreivilä;"Niin kuin se minussa on";;WSOY;;"Historiallinen romaani.";helmikuu;;"Pakahduttava romaani sukeltaa tieteenhistoriaan ja unohdetun naisajattelijan, ensimmäisen naispsykoanalyytikon Sabine Spielreinin työhön Carl Jungin kanssa. ";k2025;25.10.2024
263;Hannu;Vuorio;Nyman;;"Saga Egmont";;"Dekkari. Vain e-kirja.";huhtikuu;;"Palkittu rikosromaani synninpäästöä etsivästä syyttömästä miehestä.";k2025;30.11.2024
264;Quynh;Tran;"När andra njuter";;Förlaget;;;huhtikuu;;"Runeberg-palkitun kirjailijan romaani äidistä ja tyttärestä, väkivallasta ja himosta. Suomeksi Teokselta (Kun toiset nauttivat).";k2025;5.11.2024
265;Daniel;Kehlmann;Ohjaaja;;Siltala;"Tuulia Tipa";"Historiallinen romaani.";maaliskuu;;"Romaani taiteesta, vallasta ja moraalisista valinnoista, ohjaajanero G. W. Pabst natsien propagandakoneiston osana.";k2025;31.10.2024
266;Kari;Valto;Okatie;;Reuna;;"Historiallinen romaani. [Pajarit-sarja](https://www.kirjavinkit.fi/sarjat/pajarit/).";heinäkuu;;"Sarjan neljäs osa kertoo pirtukeisarin tarinaa vuoden 1929 loppupuolelta.";k2025;25.10.2024
267;Outi-Illuusia;Parviainen;"Olen niitty, odotan";;Aviador;;Runot.;maaliskuu;;"Haastatteluaineistosta innoittunut runoteos näyttää, miltä tahdonvastainen lapsettomuus tuntuu.";k2025;9.11.2024
268;Anna-Mari;"Kaskinen ja Minna L. Immonen";"Olkoon päiväsi iloa täynnä";;Kirjapaja;;Runot.;huhtikuu;;"Kevään kirkas onnen- ja ilontoivotus. Kauniin kesäisistä kuvista ammentavat runotekstit ovat mitä ihanin lahja äidille, merkkipäiväsankarille, mökkituliaisiksi tai vain itselle iloksi.";k2025;24.10.2024
269;Emma;Ranta;"Onnelliset yhdessä";;"Saga Egmont";;"Viihdekirjallisuus. Vain e-kirja.";huhtikuu;;"Kitkerän avioeron läpikäynyt Tuulia löytää uutta ajateltavaa siirtolapuutarhamökistä.";k2025;30.11.2024
270;Jenny;Colgan;"Onnen silmukoita";;Gummerus;"Paula Takio";Viihdekirjallisuus.;huhtikuu;;"Hyvän mielen romaani pohjoisesta Skotlannista, naisten neulekerhosta ja uudesta alusta lentoemäntänä.";k2025;1.11.2024
271;Wanda;Gág;"Onnettomat kotityöt";;Oppian;"Tuomas Kilpi";Selkokirja.;huhtikuu;;"Selkokielinen versio vanhasta saksalaisesta kansansadusta klassisella kuvituksella.";k2025;25.10.2024
272;Rebecca;Yarros;"Onyx Storm";;WSOY;;"Fantasia. [Empyreum-sarja](https://www.kirjavinkit.fi/sarjat/empyreum/).";tammikuu;;"Valmistaudu lentämään tai kuolemaan Empyreum-sarjan henkeäsalpaavassa kolmannessa osassa. Nuori lohikäärmelentäjä Violet saa panna peliin kaiken taitonsa, onnensa ja voimansa. Kirja ilmestyy suomeksi toukokuussa, mutta WSOY julkaisee sen englanniksi heti tammikuussa.";k2025;19.11.2024
273;Heidi;Silvan;"Osoitteena Lemmenkatu 1";;Myllylahti;;"Viihdekirjallisuus. Riikinkukkotalo-sarja.";huhtikuu;;"Uuden feelgood-sarjan avaus kertoo nelikymppisen naisen heräämisestä uuteen elämään eron myötä.";k2025;27.10.2024
274;Anna;Järvinen;Otrygg;;Förlaget;;;tammikuu;;"Autofiktiivinen, kielellisesti herkkä romaani äidin muistisairaudesta. Suomeksi Teokselta (Arvaamaton).";k2025;5.11.2024
275;"Elisa Shua";Dusapin;Pachinko-kuulat;;Siltala;"Anu Partanen";Pienoisromaani.;tammikuu;;"Perhesuhteita, identiteettiä, toiseutta ja vieraantumista käsittelevä romaani Tokion pachinko-pelihalleista.";k2025;31.10.2024
276;Sara;Storm;"Palaa luokseni, rakas";;"Saga Egmont";;"Viihdekirjallisuus. Vain e-kirja.";tammikuu;;"Epäonninen luistelureissu johtaa kolmiodraamaan.";k2025;28.11.2024
277;Kaari;Utrio;"Pappilan neidot";;Tammi;;"Historiallinen romaani.";helmikuu;;"Valloittava historiallinen romaani täynnä kuplivaa romantiikkaa, ilkikurinen kuvaus kolmen naimaikäisen mamsellin edesottamuksista 1830-luvun Suomessa.";k2025;27.10.2024
278;Emma;Ranta;"Parempaan huomiseen";;"Saga Egmont";;"Viihdekirjallisuus. Vain e-kirja.";helmikuu;;"Sydäntälämmittävä tarina yksinhuoltajuudesta ja hiipivästä rakkaudesta.";k2025;28.11.2024
279;Tiina;Raevaara;Peilityyni;;Like;;"Trilleri. Eerika Hämeranta -sarja.";helmikuu;;"Hyytävä trilleri yhdistää tieteen uhkakuvat ja psykologisen jännityksen.";k2025;29.10.2024
280;Johanna;Tuomola;"Pelon voima";;Myllylahti;;"Dekkari. [Murhamylly-sarja](https://www.kirjavinkit.fi/sarjat/murhamylly/).";helmikuu;;"Poliisit tutkimassa äärioikeistolaista rikollisuutta. Itsenäinen jatko-osa Kaikki totuudet -kirjalle.";k2025;27.10.2024
281;Meritta;Koivisto;Perijä;;Avain;;"Dekkari. Harriet Jaatinen -sarja.";helmikuu;;"Ruotsinsuomalaisen rikoskonstaapelin tutkimusten hyytävä kolmas osa.";k2025;31.10.2024
282;Irja;Aro-Heinilä;"Periksi emme anna";;Warelia;;Tansania-trilogia.;maaliskuu;;"Tansaniaan sijoittuvan trilogian päätösosassa kuvataan sitkeiden naisten ja tyttöjen pyrkimyksiä turvaan ja uuden suunnan löytämiseen.";k2025;2.12.2024
283;Soili;Pohjalainen;Perätilassa;;Atena;;;huhtikuu;;"Rosoisen värikäs perheromaani, jossa langanpätkät saavat törröttää, mutta kaikessa on suvun näköä.";k2025;30.10.2024
284;Zadie;Smith;Petos;;WSOY;"Irmeli Ruuska";"Historiallinen romaani.";toukokuu;;"Ylistetyn kirjailijan uusi aluevaltaus on historiallinen romaani viktoriaanisen ajan Englannista ja sen siirtomaista, totuudesta ja tarinoista.";k2025;27.10.2024
285;Johanna;Salo;"Pianistin kosketus";;"Saga Egmont";;"Viihdekirjallisuus. Vain e-kirja.";tammikuu;;"Komea muukalainen ja timanttikoru.";k2025;28.11.2024
286;Aino;Leppänen;"Pieni pihapiiri pyörii";;Myllylahti;;"Viihdekirjallisuus. Mustikkapolku-sarja.";helmikuu;;"Avaus romaanisarjalle lapsiperheen arjesta ja parisuhteen karikoista.";k2025;27.10.2024
287;Kätlin;Kaldmaa;"Pieni terävä veitsi";;S&S;"Outi Hytönen";Novellit.;tammikuu;;"Satiirisia ja sydämellisiä, maagisia ja realistisia novelleja.";k2025;4.11.2024
288;Kristiina;Vuori;Pihlajanmarjat;;Tammi;;;toukokuu;;"Tuusulan Paperi & Liitin lähtee kesällä 1990 perinteiseen reissuun itänaapuriin, karmea yhteislaulu on harmeista vähäisin. Matkalla on luvassa romantiikkaa ja muuta riesaa.";k2025;27.10.2024
289;Siri;Østli;"Piikikkäitä asioita";;Bazar;"Aino Ahonen ja Vappu Vähälummukka";"Viihdekirjallisuus. Hyvän mielen kirjasto -sarja.";toukokuu;;"Kertomus kahdesta siskosta, joilla ei ole mitään yhteistä – paitsi piikikäs luonne ja omintakeinen äiti.";k2025;25.10.2024
290;Julia;Chapman;"Pikkukaupungin arvoitus";;Gummerus;"Ansa Erikkala";"Dekkari. Viherlaakson etsivät -sarja. Vain e- ja äänikirja.";huhtikuu;;"Valloittavia hyvän mielen murhamysteerejä uneliaassa yorkshireläiskylässä.";k2025;1.11.2024
291;Karin;Fossum;Pimennys;;"Johnny Kniga";"Tarja Teva";"Dekkari. [Konrad Sejer -sarja](https://www.kirjavinkit.fi/sarjat/konrad-sejer/). ";heinäkuu;;"Aviopari kirjautuu hotelliin vähän yli vuoden ikäisen pikkupoikansa kanssa. Kun poika putoaa hotellihuoneen parvekkeelta, alkaa Konrad Sejerin työ.";k2025;15.11.2024
292;Stephen;King;"Pimeällä puolella";;Tammi;"Ilkka Rekiaro";"Kauhu. Novellit.";tammikuu;;"Kaksitoista tarinaa elämän pimeämmältä puolelta, kohtalon ja sattuman rajamaastosta.";k2025;25.10.2024
293;Paula;Nivukoski;"Pimeät päivät, valkeat yöt";;Otava;;;maaliskuu;;"Sotien jälkeen perheen elämä kääntyy, kun yksi lapsista kuolee. Teos on itsenäinen  jatko-osa Kerran valo katoaa -romaanille.";k2025;30.10.2024
294;Mikko;Kamula;"Pohjolan neito";;Gummerus;;"Historiallinen romaani. [Metsän kansa](https://www.kirjavinkit.fi/sarjat/metsan-kansa/).";huhtikuu;;"1400-luvulle sijoittuvan historiaa ja fantasiaa yhdistelevän suursarjan viides osa.";k2025;1.11.2024
295;Susannah;Nix;Poikaystävähypoteesi;;Docendo;"Saana Rusi";"Viihdekirjallisuus. Rakkauden tiede -sarja.";tammikuu;;"Kuusiosaisen sarjan kolmannessa osassa kemisti Penny huomaa poikaystävänsä pettävän häntä ja vannoo luopuvansa miehistä kokonaan.";k2025;27.10.2024
296;Martta;Kaukonen;Poissa;;WSOY;;"Jännityskirjallisuus. [Terapiassa-sarja](https://www.kirjavinkit.fi/sarjat/terapiassa/).";toukokuu;;"On vuosi 1995. Rikosylikomisario Kerttu Leppänen ja hänen puolisonsa komisario Esko Koivuvyö saavat tutkittavakseen keski-ikäisen naisen murhan.";k2025;27.10.2024
297;Liz;Fenwick;"Polku merelle";;WSOY;"Hilkka Pekkanen";Viihdekirjallisuus.;huhtikuu;;"Tunteikas kotiinpaluu Cornwallin uljaisiin maisemiin on pakoa arjesta, salaisuuksia ja koskettavia ihmiskohtaloita.";k2025;27.10.2024
298;Ulf;Kvensler;Poltettu;;WSOY;"Leena Virtanen";"Psykologinen trilleri.";tammikuu;;"Painajaismainen psykologinen trilleri, jossa leppoisa lomatunnelma Gotlannissa muuttuu silkaksi kauhuksi.";k2025;27.10.2024
299;Kahlil;Gibran;Profeetta;;Oppian;"Tuomas Kilpi";Selkokirja.;huhtikuu;;"Ajaton klassikko täynnä viisaita ajatuksia ystävyydestä, rakkaudesta ja surusta, nyt selkokielellä.";k2025;25.10.2024
300;Hanna;Weselius;Pronominit;;WSOY;;;toukokuu;;"Romaani siitä, miten pysyvyys loppui, poikkeustilat vakiintuivat ja tulevaisuus tempautui ulottumattomiin.";k2025;27.10.2024
301;"P. G. ";Wodehouse;"Psmith ratkaisee";;Teos;"Kaisa Sivenius";;helmikuu;;"Mielipuolinen sotku ja veijaritarina Jeeves-tarinoiden isältä.";k2025;26.10.2024
302;Katri;Tapola;Pudonnut;;S&S;;;maaliskuu;;"Runollinen ja todistusvoimainen kertomus byrokratian julmuudesta, omien rajojen etsimisestä ja rakkauden kaipuusta.";k2025;4.11.2024
303;;Colette;"Puhdas ja likainen";;S&S;"Sampsa Laurinen";;helmikuu;;"Paikoin tajunnanvirtamainen sarja muistoja vuosisadan vaihteen Pariisista.";k2025;4.11.2024
